Skills,Occupation Code,Weight
Establishing and maintaining interpersonal relationships,13-1074.00,54
Thinking creatively,13-1041.03,54
Thinking creatively,13-1199.03,54
Selling or influencing others,13-2011.02,54
Coaching and developing others,13-2071.00,54
Developing and building teams,13-1141.00,54
Developing and building teams,13-2011.01,54
Developing objectives and strategies,13-1031.01,54
Developing objectives and strategies,13-2011.01,54
Identifying objects actions and events,13-2011.01,54
Inspecting equipment structures or material,13-1031.01,54
Inspecting equipment structures or material,13-1041.06,54
Monitoring and controlling resources,13-1111.00,54
Performing administrative activities,13-1032.00,54
Performing administrative activities,13-1075.00,54
Performing administrative activities,13-1199.02,54
Performing for or working directly with the public,13-1021.00,54
Performing for or working directly with the public,13-1071.00,54
Provide consultation and advice to others,13-1023.00,54
Provide consultation and advice to others,13-2061.00,54
Provide consultation and advice to others,13-2082.00,54
Scheduling work and activities,13-1041.01,54
Training and teaching others,13-1032.00,54
Consequence of error,13-1022.00,54
Consequence of error,13-1075.00,54
Consequence of error,13-2052.00,54
Consequence of error,13-2072.00,54
Deal with external customers,13-1075.00,54
Deal with external customers,13-2021.02,54
Degree of automation,13-1023.00,54
Degree of automation,13-2072.00,54
Frequency of decision making,13-1081.01,54
In an enclosed vehicle or equipment,13-1041.01,54
In an enclosed vehicle or equipment,13-1131.00,54
Letters and memos,13-2031.00,54
Physical proximity,13-1031.02,54
Physical proximity,13-1199.03,54
Public speaking,13-2051.00,54
Responsibility for outcomes and results,13-1031.01,54
Responsibility for outcomes and results,13-2099.02,54
Responsible for others health and safety,13-1041.04,54
Responsible for others health and safety,13-1199.01,54
Innovation,13-2011.02,54
Innovation,13-2052.00,54
Leadership,13-2041.00,54
Administration and management,13-2021.01,55
Clerical,13-1041.03,55
Clerical,13-1041.07,55
Computers and electronics,13-1041.06,55
Computers and electronics,13-2052.00,55
Economics and accounting,13-1022.00,55
Education and training,13-1199.01,55
Education and training,13-1199.05,55
Law and government,13-1051.00,55
Law and government,13-2011.02,55
Law and government,13-2052.00,55
Mathematics,13-1199.06,55
Personnel and human resources,13-2099.02,55
Sociology and anthropology,13-1041.06,55
Resolving conflicts and negotiating with others,13-1051.00,55
Resolving conflicts and negotiating with others,13-1199.04,55
Resolving conflicts and negotiating with others,13-2071.00,55
Coaching and developing others,13-1081.01,55
Coordinating the work and activities of others,13-1041.04,55
Coordinating the work and activities of others,13-2052.00,55
Documenting recording information,13-1022.00,55
Guiding directing and motivating subordinates,13-1081.02,55
Handling and moving objects,13-1199.01,55
Inspecting equipment structures or material,13-1031.02,55
Interpreting the meaning of information for others,13-2021.01,55
Judging the qualities of things services or people,13-1022.00,55
Judging the qualities of things services or people,13-1041.01,55
Judging the qualities of things services or people,13-1141.00,55
Monitor processes materials or surroundings,13-1032.00,55
Monitor processes materials or surroundings,13-1199.03,55
Monitoring and controlling resources,13-1011.00,55
Performing administrative activities,13-1023.00,55
Provide consultation and advice to others,13-1041.04,55
Scheduling work and activities,13-1081.02,55
Scheduling work and activities,13-2021.02,55
Training and teaching others,13-1023.00,55
Training and teaching others,13-1041.07,55
Training and teaching others,13-1071.00,55
Training and teaching others,13-2071.00,55
Training and teaching others,13-2099.02,55
Coordinate or lead others,13-1199.01,55
Deal with unpleasant or angry people,13-1022.00,55
Deal with unpleasant or angry people,13-1199.06,55
Degree of automation,13-1031.02,55
Degree of automation,13-2011.01,55
Duration of typical work week,13-1041.04,55
Exposed to contaminants,13-1041.02,55
Extremely bright or inadequate lighting,13-1199.01,55
Frequency of conflict situations,13-1021.00,55
Frequency of conflict situations,13-1041.01,55
Frequency of conflict situations,13-1199.02,55
Frequency of conflict situations,13-2041.00,55
Frequency of conflict situations,13-2099.02,55
Frequency of decision making,13-1041.01,55
Importance of repeating same tasks,13-2061.00,55
Letters and memos,13-1021.00,55
Level of competition,13-1041.04,55
Level of competition,13-1081.02,55
Outdoors under cover,13-1199.01,55
Physical proximity,13-2021.01,55
Physical proximity,13-2082.00,55
Responsibility for outcomes and results,13-1021.00,55
Responsibility for outcomes and results,13-1051.00,55
Responsibility for outcomes and results,13-2031.00,55
Responsibility for outcomes and results,13-2081.00,55
Spend time making repetitive motions,13-2053.00,55
Time pressure,13-1199.05,55
Concern for others,13-1041.01,55
Concern for others,13-1041.07,55
Social orientation,13-1041.04,55
Social orientation,13-1199.06,55
Category flexibility,13-1022.00,56
Category flexibility,13-1031.02,56
Category flexibility,13-1041.03,56
Category flexibility,13-1041.06,56
Category flexibility,13-1051.00,56
Category flexibility,13-1081.02,56
Category flexibility,13-1111.00,56
Category flexibility,13-1151.00,56
Category flexibility,13-1199.01,56
Category flexibility,13-1199.02,56
Category flexibility,13-2011.01,56
Category flexibility,13-2011.02,56
Category flexibility,13-2051.00,56
Category flexibility,13-2053.00,56
Category flexibility,13-2099.01,56
Category flexibility,13-2099.04,56
Deductive reasoning,13-1032.00,56
Far vision,13-1041.01,56
Flexibility of closure,13-1041.03,56
Flexibility of closure,13-1199.01,56
Flexibility of closure,13-1199.02,56
Flexibility of closure,13-2061.00,56
Flexibility of closure,13-2099.02,56
Fluency of ideas,13-1011.00,56
Fluency of ideas,13-1041.04,56
Fluency of ideas,13-1041.07,56
Fluency of ideas,13-1081.02,56
Fluency of ideas,13-2052.00,56
Fluency of ideas,13-2071.00,56
Fluency of ideas,13-2099.04,56
Inductive reasoning,13-1022.00,56
Inductive reasoning,13-1032.00,56
Inductive reasoning,13-1199.03,56
Inductive reasoning,13-1199.06,56
Inductive reasoning,13-2082.00,56
Information ordering,13-1011.00,56
Information ordering,13-1041.02,56
Information ordering,13-1075.00,56
Information ordering,13-1131.00,56
Information ordering,13-1141.00,56
Information ordering,13-2072.00,56
Information ordering,13-2082.00,56
Mathematical reasoning,13-2021.01,56
Mathematical reasoning,13-2072.00,56
Mathematical reasoning,13-2082.00,56
Near vision,13-1032.00,56
Near vision,13-1141.00,56
Near vision,13-1199.04,56
Near vision,13-2053.00,56
Near vision,13-2071.00,56
Number facility,13-1022.00,56
Number facility,13-1031.02,56
Number facility,13-1081.02,56
Number facility,13-2071.00,56
Number facility,13-2071.01,56
Number facility,13-2072.00,56
Number facility,13-2081.00,56
Number facility,13-2099.02,56
Selective attention,13-1031.02,56
Selective attention,13-1041.06,56
Selective attention,13-1081.01,56
Selective attention,13-1081.02,56
Selective attention,13-2011.01,56
Selective attention,13-2099.04,56
Speech clarity,13-2071.00,56
Speech recognition,13-1051.00,56
Speech recognition,13-1074.00,56
Speech recognition,13-1161.00,56
Speech recognition,13-1199.01,56
Speech recognition,13-2021.01,56
Speech recognition,13-2021.02,56
Speech recognition,13-2041.00,56
Speech recognition,13-2053.00,56
Speech recognition,13-2071.00,56
Speech of closure,13-1041.04,56
Speech of closure,13-1041.06,56
Visualization,13-1041.04,56
Written expression,13-1021.00,56
Written expression,13-1081.02,56
Written expression,13-1141.00,56
Written expression,13-2041.00,56
Administration and management,13-2072.00,56
Clerical,13-1199.01,56
Clerical,13-2041.00,56
Computers and electronics,13-1041.01,56
Computers and electronics,13-1041.02,56
Computers and electronics,13-1161.00,56
Computers and electronics,13-1199.01,56
Customer and personal service,13-1075.00,56
Design,13-1199.01,56
Economics and accounting,13-1111.00,56
Education and training,13-1041.04,56
Education and training,13-1075.00,56
Education and training,13-1081.01,56
Education and training,13-1199.02,56
Engineering and technology,13-1041.01,56
Engineering and technology,13-1199.05,56
Mechanical,13-1032.00,56
Production and processing,13-1021.00,56
Production and processing,13-1074.00,56
Sociology and anthropology,13-1151.00,56
Sociology and anthropology,13-1161.00,56
Telecommunications,13-1199.04,56
Active learning,13-1031.01,56
Active learning,13-1041.02,56
Active learning,13-1041.06,56
Active learning,13-1051.00,56
Active learning,13-1131.00,56
Active learning,13-1199.03,56
Active learning,13-2031.00,56
Active learning,13-2052.00,56
Active learning,13-2081.00,56
Active learning,13-2099.02,56
Complex problem solving,13-1021.00,56
Complex problem solving,13-1022.00,56
Complex problem solving,13-1031.02,56
Complex problem solving,13-1051.00,56
Complex problem solving,13-1151.00,56
Complex problem solving,13-1199.01,56
Complex problem solving,13-2011.01,56
Complex problem solving,13-2041.00,56
Coordination,13-1031.01,56
Coordination,13-2071.00,56
Instructing,13-2071.00,56
Judgment and decision making,13-1011.00,56
Judgment and decision making,13-1071.00,56
Judgment and decision making,13-1199.03,56
Judgment and decision making,13-1199.06,56
Learning strategies,13-1075.00,56
Learning strategies,13-1081.01,56
Management of financial resources,13-1022.00,56
Management of financial resources,13-1051.00,56
Management of financial resources,13-2052.00,56
Management of personnel resources,13-1074.00,56
Management of personnel resources,13-1081.00,56
Management of personnel resources,13-1121.00,56
Mathematics,13-1081.02,56
Mathematics,13-1161.00,56
Mathematics,13-2021.02,56
Mathematics,13-2071.01,56
Monitoring,13-1131.00,56
Monitoring,13-1141.00,56
Monitoring,13-1161.00,56
Monitoring,13-1199.01,56
Monitoring,13-1199.02,56
Monitoring,13-1199.03,56
Monitoring,13-2011.02,56
Monitoring,13-2051.00,56
Negotiation,13-1081.00,56
Negotiation,13-2061.00,56
Negotiation,13-2099.04,56
Persuasion,13-1041.03,56
Persuasion,13-1081.00,56
Persuasion,13-1199.05,56
Persuasion,13-2011.02,56
Persuasion,13-2099.01,56
Persuasion,13-2099.04,56
Reading comprehension,13-1022.00,56
Service orientation,13-1031.01,56
Service orientation,13-1081.00,56
Service orientation,13-1199.03,56
Social perceptiveness,13-1022.00,56
Social perceptiveness,13-1041.07,56
Social perceptiveness,13-1071.00,56
Social perceptiveness,13-1081.01,56
Social perceptiveness,13-1199.02,56
Social perceptiveness,13-1199.05,56
Social perceptiveness,13-2072.00,56
Speaking,13-2082.00,56
Systems analysis,13-1041.01,56
Systems analysis,13-1041.03,56
Systems analysis,13-1041.04,56
Systems analysis,13-1051.00,56
Systems analysis,13-1075.00,56
Systems analysis,13-1121.00,56
Systems analysis,13-1199.02,56
Systems analysis,13-2011.01,56
Systems analysis,13-2052.00,56
Systems analysis,13-2099.01,56
Systems evaluation,13-1041.01,56
Systems evaluation,13-1041.03,56
Systems evaluation,13-1081.00,56
Systems evaluation,13-1199.02,56
Systems evaluation,13-2052.00,56
Systems evaluation,13-2099.01,56
Time management,13-1031.02,56
Time management,13-1032.00,56
Time management,13-1131.00,56
Time management,13-1199.01,56
Time management,13-1199.02,56
Time management,13-1199.03,56
Time management,13-1199.05,56
Time management,13-2099.04,56
Writing,13-1081.02,56
Writing,13-2031.00,56
Writing,13-2072.00,56
Communicating with persons outside organization,13-1141.00,56
Thinking creatively,13-1199.01,56
Resolving conflicts and negotiating with others,13-1081.02,56
Assisting and caring for others,13-2071.00,56
Coaching and developing others,13-1051.00,56
Coaching and developing others,13-1199.05,56
Coaching and developing others,13-2061.00,56
Coaching and developing others,13-2099.02,56
Developing and building teams,13-1071.00,56
Guiding directing and motivating subordinates,13-2099.02,56
Handling and moving objects,13-1121.00,56
Inspecting equipment structures or material,13-2021.02,56
Interpreting the meaning of information for others,13-2071.00,56
Judging the qualities of things services or people,13-1081.01,56
Monitor processes materials or surroundings,13-1041.03,56
Operating vehicles mechanized devices or equipment,13-1041.04,56
Performing administrative activities,13-1074.00,56
Performing administrative activities,13-1141.00,56
Provide consultation and advice to others,13-1041.01,56
Consequence of error,13-1041.06,56
Coordinate or lead others,13-1041.03,56
Coordinate or lead others,13-2021.01,56
Coordinate or lead others,13-2052.00,56
Deal with external customers,13-2041.00,56
Deal with unpleasant or angry people,13-2021.01,56
Degree of automation,13-1032.00,56
Frequency of conflict situations,13-1111.00,56
Frequency of conflict situations,13-1199.03,56
